judging from previous posts this used to be a good place , but not any longer . [A] [O] [S] [C]	[A] place [O] not any longer [S] bad [C] restaurant general
i really recommend the very simple unda ( egg ) rolls . [A] [S] [O] [C]	[A] unda ( egg ) rolls [S] good [O] recommend [C] food quality [SSEP] [A] unda ( egg ) rolls [S] good [O] simple [C] food quality
i really recommend the very simple unda ( egg ) rolls . [O] [A] [C] [S]	[O] recommend [A] unda ( egg ) rolls [C] food quality [S] good [SSEP] [O] simple [A] unda ( egg ) rolls [C] food quality [S] good
i really recommend the very simple unda ( egg ) rolls . [O] [A] [S] [C]	[O] recommend [A] unda ( egg ) rolls [S] good [C] food quality [SSEP] [O] simple [A] unda ( egg ) rolls [S] good [C] food quality
delicate spices , onions , eggs and a kick - ass roti . [A] [O] [S] [C]	[A] spices [O] delicate [S] good [C] food quality [SSEP] [A] onions [O] delicate [S] good [C] food quality [SSEP] [A] eggs [O] delicate [S] good [C] food quality [SSEP] [A] roti [O] kick - ass [S] good [C] food quality
delicate spices , onions , eggs and a kick - ass roti . [A] [O] [C] [S]	[A] spices [O] delicate [C] food quality [S] good [SSEP] [A] onions [O] delicate [C] food quality [S] good [SSEP] [A] eggs [O] delicate [C] food quality [S] good [SSEP] [A] roti [O] kick - ass [C] food quality [S] good
delicate spices , onions , eggs and a kick - ass roti . [A] [S] [O] [C]	[A] spices [S] good [O] delicate [C] food quality [SSEP] [A] onions [S] good [O] delicate [C] food quality [SSEP] [A] eggs [S] good [O] delicate [C] food quality [SSEP] [A] roti [S] good [O] kick - ass [C] food quality
delicate spices , onions , eggs and a kick - ass roti . [O] [A] [C] [S]	[O] delicate [A] spices [C] food quality [S] good [SSEP] [O] delicate [A] onions [C] food quality [S] good [SSEP] [O] delicate [A] eggs [C] food quality [S] good [SSEP] [O] kick - ass [A] roti [C] food quality [S] good
delicate spices , onions , eggs and a kick - ass roti . [O] [A] [S] [C]	[O] delicate [A] spices [S] good [C] food quality [SSEP] [O] delicate [A] onions [S] good [C] food quality [SSEP] [O] delicate [A] eggs [S] good [C] food quality [SSEP] [O] kick - ass [A] roti [S] good [C] food quality
amazing ! [A] [O] [S] [C]	[A] it [O] amazing [S] good [C] food quality
amazing ! [A] [O] [C] [S]	[A] it [O] amazing [C] food quality [S] good
amazing ! [A] [S] [O] [C]	[A] it [S] good [O] amazing [C] food quality
amazing ! [O] [A] [C] [S]	[O] amazing [A] it [C] food quality [S] good
amazing ! [O] [A] [S] [C]	[O] amazing [A] it [S] good [C] food quality
toons has recently been redone , so it ' s now a very attractive space . [A] [O] [S] [C]	[A] toons [O] attractive [S] good [C] ambience general
toons has recently been redone , so it ' s now a very attractive space . [A] [O] [C] [S]	[A] toons [O] attractive [C] ambience general [S] good
toons has recently been redone , so it ' s now a very attractive space . [A] [S] [O] [C]	[A] toons [S] good [O] attractive [C] ambience general
toons has recently been redone , so it ' s now a very attractive space . [O] [A] [C] [S]	[O] attractive [A] toons [C] ambience general [S] good
toons has recently been redone , so it ' s now a very attractive space . [O] [A] [S] [C]	[O] attractive [A] toons [S] good [C] ambience general
in an area sadly lacking in decent thai food , this is one of the best spots . [A] [O] [S] [C]	[A] thai food [O] decent [S] good [C] food quality
in an area sadly lacking in decent thai food , this is one of the best spots . [A] [O] [C] [S]	[A] thai food [O] decent [C] food quality [S] good
in an area sadly lacking in decent thai food , this is one of the best spots . [A] [S] [O] [C]	[A] thai food [S] good [O] decent [C] food quality
in an area sadly lacking in decent thai food , this is one of the best spots . [O] [A] [C] [S]	[O] decent [A] thai food [C] food quality [S] good
in an area sadly lacking in decent thai food , this is one of the best spots . [O] [A] [S] [C]	[O] decent [A] thai food [S] good [C] food quality
went here last night - nice decor , good service , but the food was surprisingly excellent . [A] [O] [S] [C]	[A] decor [O] nice [S] good [C] ambience general [SSEP] [A] service [O] good [S] good [C] service general [SSEP] [A] food [O] excellent [S] good [C] food quality
went here last night - nice decor , good service , but the food was surprisingly excellent . [A] [O] [C] [S]	[A] decor [O] nice [C] ambience general [S] good [SSEP] [A] service [O] good [C] service general [S] good [SSEP] [A] food [O] excellent [C] food quality [S] good
went here last night - nice decor , good service , but the food was surprisingly excellent . [A] [S] [O] [C]	[A] decor [S] good [O] nice [C] ambience general [SSEP] [A] service [S] good [O] good [C] service general [SSEP] [A] food [S] good [O] excellent [C] food quality
went here last night - nice decor , good service , but the food was surprisingly excellent . [O] [A] [C] [S]	[O] nice [A] decor [C] ambience general [S] good [SSEP] [O] good [A] service [C] service general [S] good [SSEP] [O] excellent [A] food [C] food quality [S] good
went here last night - nice decor , good service , but the food was surprisingly excellent . [O] [A] [S] [C]	[O] nice [A] decor [S] good [C] ambience general [SSEP] [O] good [A] service [S] good [C] service general [SSEP] [O] excellent [A] food [S] good [C] food quality
the portions are huge , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people . [A] [O] [S] [C]	[A] portions [O] huge [S] ok [C] food style_options
the portions are huge , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people . [A] [O] [C] [S]	[A] portions [O] huge [C] food style_options [S] ok
the portions are huge , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people . [A] [S] [O] [C]	[A] portions [S] ok [O] huge [C] food style_options
the portions are huge , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people . [O] [A] [C] [S]	[O] huge [A] portions [C] food style_options [S] ok
the portions are huge , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people . [O] [A] [S] [C]	[O] huge [A] portions [S] ok [C] food style_options
ca n ' t wait to go back . [A] [O] [S] [C]	[A] it [O] null [S] good [C] restaurant general
ca n ' t wait to go back . [A] [O] [C] [S]	[A] it [O] null [C] restaurant general [S] good
ca n ' t wait to go back . [A] [S] [O] [C]	[A] it [S] good [O] null [C] restaurant general
ca n ' t wait to go back . [O] [A] [C] [S]	[O] null [A] it [C] restaurant general [S] good
ca n ' t wait to go back . [O] [A] [S] [C]	[O] null [A] it [S] good [C] restaurant general
beef noodle soup is good as well . [A] [O] [S] [C]	[A] beef noodle soup [O] good [S] good [C] food quality
beef noodle soup is good as well . [A] [O] [C] [S]	[A] beef noodle soup [O] good [C] food quality [S] good
beef noodle soup is good as well . [A] [S] [O] [C]	[A] beef noodle soup [S] good [O] good [C] food quality
beef noodle soup is good as well . [O] [A] [C] [S]	[O] good [A] beef noodle soup [C] food quality [S] good
beef noodle soup is good as well . [O] [A] [S] [C]	[O] good [A] beef noodle soup [S] good [C] food quality
the service is good and the resturant is clean . [A] [O] [S] [C]	[A] service [O] good [S] good [C] service general [SSEP] [A] resturant [O] clean [S] good [C] ambience general
the service is good and the resturant is clean . [A] [O] [C] [S]	[A] service [O] good [C] service general [S] good [SSEP] [A] resturant [O] clean [C] ambience general [S] good
the service is good and the resturant is clean . [A] [S] [O] [C]	[A] service [S] good [O] good [C] service general [SSEP] [A] resturant [S] good [O] clean [C] ambience general
the service is good and the resturant is clean . [O] [A] [C] [S]	[O] good [A] service [C] service general [S] good [SSEP] [O] clean [A] resturant [C] ambience general [S] good
the service is good and the resturant is clean . [O] [A] [S] [C]	[O] good [A] service [S] good [C] service general [SSEP] [O] clean [A] resturant [S] good [C] ambience general
best taiwanese food in ny ! [A] [O] [S] [C]	[A] taiwanese food [O] best [S] good [C] food quality
best taiwanese food in ny ! [A] [O] [C] [S]	[A] taiwanese food [O] best [C] food quality [S] good
best taiwanese food in ny ! [A] [S] [O] [C]	[A] taiwanese food [S] good [O] best [C] food quality
best taiwanese food in ny ! [O] [A] [C] [S]	[O] best [A] taiwanese food [C] food quality [S] good
best taiwanese food in ny ! [O] [A] [S] [C]	[O] best [A] taiwanese food [S] good [C] food quality
i have been to rao ' s probably 15 times the past 3 years and it keeps getting better . [A] [O] [S] [C]	[A] rao ' s [O] better [S] good [C] restaurant general
i have been to rao ' s probably 15 times the past 3 years and it keeps getting better . [A] [O] [C] [S]	[A] rao ' s [O] better [C] restaurant general [S] good
i have been to rao ' s probably 15 times the past 3 years and it keeps getting better . [A] [S] [O] [C]	[A] rao ' s [S] good [O] better [C] restaurant general
i have been to rao ' s probably 15 times the past 3 years and it keeps getting better . [O] [A] [C] [S]	[O] better [A] rao ' s [C] restaurant general [S] good
i have been to rao ' s probably 15 times the past 3 years and it keeps getting better . [O] [A] [S] [C]	[O] better [A] rao ' s [S] good [C] restaurant general
rao ' s has the best service and atmosphere in nyc . [A] [O] [S] [C]	[A] service [O] best [S] good [C] service general [SSEP] [A] atmosphere [O] best [S] good [C] ambience general
rao ' s has the best service and atmosphere in nyc . [A] [O] [C] [S]	[A] service [O] best [C] service general [S] good [SSEP] [A] atmosphere [O] best [C] ambience general [S] good
rao ' s has the best service and atmosphere in nyc . [A] [S] [O] [C]	[A] service [S] good [O] best [C] service general [SSEP] [A] atmosphere [S] good [O] best [C] ambience general
rao ' s has the best service and atmosphere in nyc . [O] [A] [C] [S]	[O] best [A] service [C] service general [S] good [SSEP] [O] best [A] atmosphere [C] ambience general [S] good
rao ' s has the best service and atmosphere in nyc . [O] [A] [S] [C]	[O] best [A] service [S] good [C] service general [SSEP] [O] best [A] atmosphere [S] good [C] ambience general
good luck getting a table . [A] [O] [S] [C]	[A] it [O] null [S] bad [C] restaurant miscellaneous
good luck getting a table . [A] [O] [C] [S]	[A] it [O] null [C] restaurant miscellaneous [S] bad
good luck getting a table . [A] [S] [O] [C]	[A] it [S] bad [O] null [C] restaurant miscellaneous
good luck getting a table . [O] [A] [C] [S]	[O] null [A] it [C] restaurant miscellaneous [S] bad
good luck getting a table . [O] [A] [S] [C]	[O] null [A] it [S] bad [C] restaurant miscellaneous
my roommate and i love this place . [A] [O] [S] [C]	[A] place [O] love [S] good [C] restaurant general
my roommate and i love this place . [A] [O] [C] [S]	[A] place [O] love [C] restaurant general [S] good
my roommate and i love this place . [A] [S] [O] [C]	[A] place [S] good [O] love [C] restaurant general
my roommate and i love this place . [O] [A] [C] [S]	[O] love [A] place [C] restaurant general [S] good
my roommate and i love this place . [O] [A] [S] [C]	[O] love [A] place [S] good [C] restaurant general
we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me . [A] [O] [S] [C]	[A] outdoor seating [O] delight [S] good [C] ambience general [SSEP] [A] outdoor seating [O] perfect [S] good [C] ambience general
we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me . [A] [O] [C] [S]	[A] outdoor seating [O] delight [C] ambience general [S] good [SSEP] [A] outdoor seating [O] perfect [C] ambience general [S] good
we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me . [A] [S] [O] [C]	[A] outdoor seating [S] good [O] delight [C] ambience general [SSEP] [A] outdoor seating [S] good [O] perfect [C] ambience general
we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me . [O] [A] [C] [S]	[O] delight [A] outdoor seating [C] ambience general [S] good [SSEP] [O] perfect [A] outdoor seating [C] ambience general [S] good
we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me . [O] [A] [S] [C]	[O] delight [A] outdoor seating [S] good [C] ambience general [SSEP] [O] perfect [A] outdoor seating [S] good [C] ambience general
indoor was very cozy and cute . [A] [O] [S] [C]	[A] indoor [O] cozy [S] good [C] ambience general [SSEP] [A] indoor [O] cute [S] good [C] ambience general
indoor was very cozy and cute . [A] [O] [C] [S]	[A] indoor [O] cozy [C] ambience general [S] good [SSEP] [A] indoor [O] cute [C] ambience general [S] good
indoor was very cozy and cute . [A] [S] [O] [C]	[A] indoor [S] good [O] cozy [C] ambience general [SSEP] [A] indoor [S] good [O] cute [C] ambience general
indoor was very cozy and cute . [O] [A] [C] [S]	[O] cozy [A] indoor [C] ambience general [S] good [SSEP] [O] cute [A] indoor [C] ambience general [S] good
indoor was very cozy and cute . [O] [A] [S] [C]	[O] cozy [A] indoor [S] good [C] ambience general [SSEP] [O] cute [A] indoor [S] good [C] ambience general
the portion sizes here are huge , and the sushi is good . [A] [O] [S] [C]	[A] portion sizes [O] huge [S] good [C] food style_options [SSEP] [A] sushi [O] good [S] good [C] food quality
the portion sizes here are huge , and the sushi is good . [A] [O] [C] [S]	[A] portion sizes [O] huge [C] food style_options [S] good [SSEP] [A] sushi [O] good [C] food quality [S] good
the portion sizes here are huge , and the sushi is good . [A] [S] [O] [C]	[A] portion sizes [S] good [O] huge [C] food style_options [SSEP] [A] sushi [S] good [O] good [C] food quality
the portion sizes here are huge , and the sushi is good . [O] [A] [C] [S]	[O] huge [A] portion sizes [C] food style_options [S] good [SSEP] [O] good [A] sushi [C] food quality [S] good
the portion sizes here are huge , and the sushi is good . [O] [A] [S] [C]	[O] huge [A] portion sizes [S] good [C] food style_options [SSEP] [O] good [A] sushi [S] good [C] food quality
staff is very accomodating . [A] [O] [S] [C]	[A] staff [O] accomodating [S] good [C] service general
staff is very accomodating . [A] [O] [C] [S]	[A] staff [O] accomodating [C] service general [S] good
staff is very accomodating . [A] [S] [O] [C]	[A] staff [S] good [O] accomodating [C] service general
staff is very accomodating . [O] [A] [C] [S]	[O] accomodating [A] staff [C] service general [S] good
staff is very accomodating . [O] [A] [S] [C]	[O] accomodating [A] staff [S] good [C] service general
